In the cell cycle, checkpoints (like G1/S) are primarily regulated by:	Histones and DNA.	The number of ribosomes.	The nuclear lamina.	Cyclins and Cyclin-Dependent Kinases (CDKs).		D	<div><b>Correct:</b> <b>D</b> — Cyclins and Cyclin-Dependent Kinases (CDKs).</div><div><b>Why:</b> The interaction of cyclins and CDKs controls the progression through checkpoints.</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>A</b> — Histones and DNA.</li><li><b>B</b> — The number of ribosomes.</li><li><b>C</b> — The nuclear lamina.</li></ul></div>	CYTOLOGY GEMINI
During Meiosis II, what is being separated?	Sister chromatids.	Ribosomal subunits.	Homologous chromosomes.	The nuclear membranes.		A	<div><b>Correct:</b> <b>A</b> — Sister chromatids.</div><div><b>Why:</b> Meiosis II is equational and separates the sisters, similar to mitosis.</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>B</b> — Ribosomal subunits.</li><li><b>C</b> — Homologous chromosomes.: These are separated in Meiosis I.</li><li><b>D</b> — The nuclear membranes.</li></ul></div>	CYTOLOGY GEMINI
Which of the following describes 'Karyolysis'?	The dissolution or fading of the nucleus.	Nuclear condensation.	The division of the cytoplasm.	The duplication of chromosomes.		A	<div><b>Correct:</b> <b>A</b> — The dissolution or fading of the nucleus.</div><div><b>Why:</b> Karyolysis is the complete loss of the nucleus due to DNA degradation.</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>B</b> — Nuclear condensation.</li><li><b>C</b> — The division of the cytoplasm.</li><li><b>D</b> — The duplication of chromosomes.</li></ul></div>	CYTOLOGY GEMINI
The 'Nucleolar Organizer Regions' (NORs) contain:	Genes for mRNA.	Loops of DNA containing rRNA genes.	Ribosomes ready for export.	Caspase-3 enzymes.		B	<div><b>Correct:</b> <b>B</b> — Loops of DNA containing rRNA genes.</div><div><b>Why:</b> NORs are specific chromosomal locations that form the nucleolus.</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>A</b> — Genes for mRNA.</li><li><b>C</b> — Ribosomes ready for export.</li><li><b>D</b> — Caspase-3 enzymes.</li></ul></div>	CYTOLOGY GEMINI
In mitosis, when does the nucleolus disappear?	Prophase.	Cytokinesis.	Anaphase.	G2 phase.		A	<div><b>Correct:</b> <b>A</b> — Prophase.</div><div><b>Why:</b> The nucleolus disassembles early in mitosis as chromatin condenses.</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>B</b> — Cytokinesis.</li><li><b>C</b> — Anaphase.: It is long gone by the time chromosomes move.</li><li><b>D</b> — G2 phase.</li></ul></div>	CYTOLOGY GEMINI
Why does Necrosis cause inflammation but Apoptosis does not?	Necrosis is slower.	Apoptosis uses more energy.	Necrosis involves membrane rupture, spilling cellular contents.	Necrosis is programmed.		C	<div><b>Correct:</b> <b>C</b> — Necrosis involves membrane rupture, spilling cellular contents.</div><div><b>Why:</b> Released enzymes and debris from the ruptured cell trigger an immune response.</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>A</b> — Necrosis is slower.</li><li><b>B</b> — Apoptosis uses more energy.</li><li><b>D</b> — Necrosis is programmed.</li></ul></div>	CYTOLOGY GEMINI
Which of the following best describes 'Chiasmata'?	The proteins holding the lamina together.	Visible sites of crossing-over between homologous chromosomes.	The centers of the nucleolus.	The pores in the nuclear envelope.		B	<div><b>Correct:</b> <b>B</b> — Visible sites of crossing-over between homologous chromosomes.</div><div><b>Why:</b> Chiasmata are the X-shaped bridges seen in diplotene where exchange occurred.</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>A</b> — The proteins holding the lamina together.</li><li><b>C</b> — The centers of the nucleolus.</li><li><b>D</b> — The pores in the nuclear envelope.</li></ul></div>	CYTOLOGY GEMINI
What is the primary role of 'Cohesins'?	Synthesizing DNA.	Degrading the nuclear lamina.	Holding sister chromatids together until anaphase.	Packaging DNA into nucleosomes.		C	<div><b>Correct:</b> <b>C</b> — Holding sister chromatids together until anaphase.</div><div><b>Why:</b> Cohesin rings keep the identical copies paired for proper alignment.</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>A</b> — Synthesizing DNA.</li><li><b>B</b> — Degrading the nuclear lamina.</li><li><b>D</b> — Packaging DNA into nucleosomes.</li></ul></div>	CYTOLOGY GEMINI
The 'Haploid' (n) chromosome number is first reached at the end of which stage?	Fertilization.	S phase.	Mitosis.	Meiosis I.		D	<div><b>Correct:</b> <b>D</b> — Meiosis I.</div><div><b>Why:</b> After homologous chromosomes separate in Anaphase I, the daughter cells are haploid.</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>A</b> — Fertilization.</li><li><b>B</b> — S phase.</li><li><b>C</b> — Mitosis.</li></ul></div>	CYTOLOGY GEMINI
Which of these is a known trigger for the 'p53' protein to initiate apoptosis?	Irreparable DNA damage.	Formation of a Barr body.	Excessive protein synthesis.	Entering the G0 phase.		A	<div><b>Correct:</b> <b>A</b> — Irreparable DNA damage.</div><div><b>Why:</b> p53 monitors DNA integrity and triggers death if the damage cannot be fixed.</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>B</b> — Formation of a Barr body.</li><li><b>C</b> — Excessive protein synthesis.</li><li><b>D</b> — Entering the G0 phase.</li></ul></div>	CYTOLOGY GEMINI
What is the function of the 'Satellite' DNA often found in constitutive heterochromatin?	Manufactures ribosomal subunits.	Regulates the cell cycle directly.	Provides structural stability to centromeres and telomeres.	Codes for cytoplasmic enzymes.		C	<div><b>Correct:</b> <b>C</b> — Provides structural stability to centromeres and telomeres.</div><div><b>Why:</b> Highly repetitive satellite DNA is crucial for chromosome structure and protection.</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>A</b> — Manufactures ribosomal subunits.: This happens in the nucleolus (rDNA).</li><li><b>B</b> — Regulates the cell cycle directly.</li><li><b>D</b> — Codes for cytoplasmic enzymes.</li></ul></div>	CYTOLOGY GEMINI
If a question asks 'Where are ribosomes assembled?', the most precise nuclear answer is:	The nucleoplasm.	The nuclear pore complex.	The granular component of the nucleolus.	The outer nuclear membrane.		C	<div><b>Correct:</b> <b>C</b> — The granular component of the nucleolus.</div><div><b>Why:</b> The &#x27;Pars Granulosa&#x27; is the specific site of ribosomal subunit assembly.</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>A</b> — The nucleoplasm.</li><li><b>B</b> — The nuclear pore complex.</li><li><b>D</b> — The outer nuclear membrane.</li></ul></div>	CYTOLOGY GEMINI
Which of the following is an example of 'Facultative Heterochromatin'?	The Barr body in female cells.	Euchromatin.	Centromeres.	Telomeres.		A	<div><b>Correct:</b> <b>A</b> — The Barr body in female cells.</div><div><b>Why:</b> The Barr body is an X chromosome that is inactive in some cells but could be active in others (e.g., germ cells).</div><div><b>High-yield:</b> </div><div><b>Why the other options are wrong / less precise:</b><ul><li><b>B</b> — Euchromatin.</li><li><b>C</b> — Centromeres.</li><li><b>D</b> — Telomeres.</li></ul></div>	CYTOLOGY GEMINI
